VV FullAbs ResPart Thermal
-4 0.0168216 0.0168194 0.00979949
-3.9 0.019192 0.0191898 0.0135986
-3.8 0.0218719 0.0218698 0.0186068
-3.7 0.0247551 0.0247533 0.0248109
-3.6 0.0275241 0.0275227 0.0316528
-3.5 0.0295412 0.0295397 0.0377772
-3.4 0.0299823 0.0299807 0.0413229
-3.3 0.0284116 0.0284098 0.0409507
-3.2 0.0252838 0.0252818 0.0368187
-3.1 0.0216258 0.0216233 0.03046
-3 0.0182777 0.0182746 0.0237021
-2.9 0.0155852 0.0155818 0.0177495
-2.8 0.0135691 0.0135656 0.0130314
-2.7 0.0121459 0.0121424 0.00949862
-2.6 0.011234 0.0112305 0.00692938
-2.5 0.0107792 0.0107757 0.00509343
-2.4 0.0107513 0.0107477 0.00380472
-2.3 0.0111349 0.0111311 0.00292425
-2.2 0.0119215 0.0119176 0.00234949
-2.1 0.0131052 0.0131011 0.00200478
-2 0.0146799 0.0146757 0.00183536
-1.9 0.0166396 0.0166351 0.00180462
-1.8 0.0189797 0.018975 0.00189358
-1.7 0.0217007 0.0216958 0.0021021
-1.6 0.0248123 0.0248071 0.00245198
-1.5 0.0283378 0.0283322 0.00299222
-1.4 0.0323185 0.0323125 0.00380657
-1.3 0.0368165 0.0368101 0.00502358
-1.2 0.0419159 0.041909 0.00682871
-1.1 0.0477192 0.0477119 0.00947875
-1 0.0543406 0.0543328 0.0133188
-0.9 0.0618921 0.0618838 0.0188032
-0.8 0.0704662 0.0704575 0.0265208
-0.7 0.0801163 0.0801074 0.0372148
-0.6 0.090837 0.0908281 0.0517577
-0.5 0.102533 0.102524 0.0709733
-0.4 0.114947 0.11494 0.095147
-0.3 0.127519 0.127512 0.123206
-0.2 0.139179 0.139174 0.152171
-0.1 0.148365 0.148361 0.177968
0 0.153647 0.153644 0.197458
0.1 0.15447 0.154468 0.209479
0.2 0.150814 0.150811 0.213871
0.3 0.142466 0.142463 0.210193
0.4 0.129482 0.129477 0.197674
0.5 0.113082 0.113076 0.176266
0.6 0.0954729 0.0954656 0.148131
0.7 0.0786874 0.0786786 0.117715
0.8 0.0638094 0.0638002 0.0895342
0.9 0.0510965 0.0510874 0.0661196
1 0.0404141 0.0404055 0.0479312
1.1 0.0315292 0.0315212 0.0343294
1.2 0.0242185 0.0242112 0.024381
1.3 0.0182861 0.0182794 0.0172213
1.4 0.0135555 0.0135493 0.0121457
1.5 0.00986034 0.00985461 0.00860141
1.6 0.00704031 0.00703506 0.00616077
1.7 0.00494147 0.00493671 0.00449778
1.8 0.00341977 0.00341547 0.00336929
1.9 0.00234537 0.00234152 0.00259922
2 0.00160623 0.0016028 0.0020644
2.1 0.00110994 0.00110689 0.00168165
2.2 0.000783681 0.00078097 0.00139679
2.3 0.000572524 0.000570108 0.0011757
2.4 0.000436807 0.000434645 0.000997415
2.5 0.000349046 0.000347102 0.000849322
2.6 0.000290953 0.000289195 0.000723819
2.7 0.00025082 0.000249221 0.000616219
2.8 0.000221427 0.000219966 0.000523476
2.9 0.000198476 0.000197134 0.000443444
3 0.000179491 0.000178253 0.000374474
3.1 0.000163081 0.000161934 0.000315204
3.2 0.000148481 0.000147413 0.00026445
3.3 0.000135268 0.000134271 0.000221158
3.4 0.000123203 0.00012227 0.000184378
3.5 0.000112142 0.000111266 0.000153258
3.6 0.000101987 0.000101162 0.000127028
3.7 9.26644E-5 9.18869E-5 0.000105005
3.8 8.41128E-5 8.33779E-5 8.65813E-5
3.9 7.62766E-5 7.55806E-5 7.1223E-5
4 6.91046E-5 6.84445E-5 5.84627E-5
