VV FullAbs ResPart Thermal
-5 0.00118149 0.00118109 0.000177133
-4.9 0.00141014 0.00140972 0.000239478
-4.8 0.00167871 0.00167827 0.00032778
-4.7 0.00198973 0.00198925 0.000454191
-4.6 0.00234553 0.00234502 0.000636538
-4.5 0.002749 0.00274846 0.000900329
-4.4 0.0032045 0.00320393 0.00128065
-4.3 0.00371856 0.00371796 0.00182308
-4.2 0.00429959 0.00429897 0.002582
-4.1 0.00495539 0.00495478 0.00361404
-4 0.00568731 0.00568672 0.00496376
-3.9 0.00648061 0.00648007 0.00663967
-3.8 0.00729361 0.00729313 0.00858324
-3.7 0.00805179 0.00805134 0.0106421
-3.6 0.0086554 0.00865494 0.0125684
-3.5 0.00900528 0.0090048 0.0140605
-3.4 0.00904007 0.00903956 0.0148442
-3.3 0.00876607 0.00876551 0.0147635
-3.2 0.0082607 0.00826009 0.0138356
-3.1 0.0076446 0.0076439 0.0122452
-3 0.00703705 0.00703624 0.0102794
-2.9 0.00651954 0.00651861 0.00823551
-2.8 0.00612414 0.00612312 0.00634549
-2.7 0.00584515 0.00584408 0.00474348
-2.6 0.00565976 0.00565866 0.00347371
-2.5 0.00554499 0.00554386 0.00251963
-2.4 0.00548616 0.00548499 0.00183422
-2.3 0.00547888 0.00547766 0.00136223
-2.2 0.00552789 0.0055266 0.00105302
-2.1 0.00564523 0.00564387 0.000866289
-2 0.00584873 0.00584727 0.000773495
-1.9 0.00616082 0.00615927 0.000757259
-1.8 0.00660759 0.00660596 0.000810307
-1.7 0.0072178 0.00721607 0.000934861
-1.6 0.00802173 0.0080199 0.00114307
-1.5 0.0090501 0.00904816 0.00145893
-1.4 0.010333 0.010331 0.00192202
-1.3 0.0118993 0.0118971 0.00259354
-1.2 0.0137762 0.0137739 0.00356471
-1.1 0.0159904 0.015988 0.00496731
-1 0.0185687 0.0185661 0.00698427
-0.9 0.0215383 0.0215355 0.00985634
-0.8 0.0249232 0.0249204 0.0138765
-0.7 0.0287334 0.0287306 0.0193597
-0.6 0.0329429 0.0329402 0.0265722
-0.5 0.0374587 0.0374564 0.0356164
-0.4 0.0420941 0.0420921 0.0462904
-0.3 0.0465645 0.0465627 0.0579939
-0.2 0.0505239 0.0505225 0.0697603
-0.1 0.0536341 0.053633 0.0804351
0 0.0556331 0.055632 0.0889163
0.1 0.0563715 0.0563704 0.0943368
0.2 0.0558191 0.0558179 0.0961463
0.3 0.0540638 0.0540624 0.0941307
0.4 0.0513179 0.0513163 0.0884277
0.5 0.047917 0.047915 0.0795604
0.6 0.0442723 0.04427 0.0684486
0.7 0.0407707 0.040768 0.056311
0.8 0.0376657 0.0376627 0.0444136
0.9 0.0350328 0.0350297 0.0337615
1 0.0328089 0.0328059 0.0249109
1.1 0.030871 0.0308683 0.0179811
1.2 0.0291001 0.0290975 0.0127959
1.3 0.0274089 0.0274065 0.00904221
1.4 0.0257436 0.0257414 0.00638524
1.5 0.0240743 0.0240723 0.00452929
1.6 0.0223844 0.0223825 0.00323964
1.7 0.0206642 0.0206624 0.00234223
1.8 0.0189074 0.0189057 0.00171364
1.9 0.0171117 0.0171101 0.00126891
2 0.0152805 0.0152789 0.000950457
2.1 0.0134261 0.0134245 0.000719468
2.2 0.0115716 0.01157 0.000549729
2.3 0.00975157 0.00975003 0.000423413
2.4 0.00800943 0.00800792 0.000328283
2.5 0.00639235 0.00639089 0.00025585
2.6 0.00494438 0.00494296 0.000200162
2.7 0.00369921 0.00369785 0.000156999
2.8 0.00267464 0.00267334 0.000123322
2.9 0.00187016 0.00186893 9.69196E-5
3 0.00126839 0.00126724 7.61513E-5
3.1 0.000839651 0.000838582 5.97838E-5
3.2 0.000548214 0.000547239 4.68754E-5
3.3 0.000358356 0.000357479 3.66978E-5
3.4 0.000238806 0.000238023 2.86814E-5
3.5 0.000164997 0.000164298 2.23773E-5
3.6 0.000119363 0.000118736 1.74296E-5
3.7 9.03594E-5 8.9794E-5 1.35553E-5
3.8 7.09458E-5 7.0432E-5 1.05289E-5
3.9 5.7095E-5 5.6625E-5 8.17071E-6
4 4.66116E-5 4.61789E-5 6.33774E-6
4.1 3.83247E-5 3.79241E-5 4.91647E-6
4.2 3.15985E-5 3.1226E-5 3.81697E-6
4.3 2.60642E-5 2.57163E-5 2.96817E-6
4.4 2.14836E-5 2.11577E-5 2.31415E-6
4.5 1.7686E-5 1.73795E-5 1.81103E-6
4.6 1.45384E-5 1.42496E-5 1.42447E-6
4.7 1.19329E-5 1.16601E-5 1.12774E-6
4.8 9.77996E-6 9.52159E-6 9.00051E-7
4.9 8.00429E-6 7.75919E-6 7.25324E-7
5 6.54278E-6 6.30986E-6 5.91139E-7
