VV FullAbs ResPart Thermal
-5 0.00198571 0.00198531 0.000132292
-4.9 0.00221958 0.00221915 0.00018351
-4.8 0.00245939 0.00245894 0.0002604
-4.7 0.00270485 0.00270437 0.000377775
-4.6 0.0029572 0.00295669 0.000558329
-4.5 0.00321976 0.00321922 0.000835326
-4.4 0.00349859 0.00349802 0.00125472
-4.3 0.00380311 0.00380251 0.00187531
-4.2 0.00414606 0.00414543 0.00276479
-4.1 0.00454152 0.00454088 0.00398937
-4 0.00499981 0.00499917 0.00559467
-3.9 0.0055186 0.00551799 0.00757809
-3.8 0.00607267 0.00607208 0.00985682
-3.7 0.00660772 0.00660713 0.0122443
-3.6 0.00704619 0.00704557 0.0144552
-3.5 0.00730935 0.00730869 0.0161539
-3.4 0.00734933 0.00734862 0.0170412
-3.3 0.00717448 0.00717372 0.0169485
-3.2 0.0068515 0.00685068 0.0158944
-3.1 0.00648087 0.00647997 0.0140786
-3 0.00615972 0.00615871 0.0118148
-2.9 0.00595386 0.00595274 0.00943534
-2.8 0.0058915 0.0058903 0.00720962
-2.7 0.00597455 0.00597329 0.00530428
-2.6 0.00619466 0.00619336 0.00378523
-2.5 0.00654442 0.00654308 0.00264428
-2.4 0.00702139 0.00702002 0.00183101
-2.3 0.00762733 0.00762592 0.00127909
-2.2 0.00836545 0.00836401 0.000923674
-2.1 0.00923761 0.00923613 0.000710692
-2 0.0102421 0.0102406 0.000600124
-1.9 0.0113722 0.0113706 0.000565917
-1.8 0.0126159 0.0126143 0.00059461
-1.7 0.0139561 0.0139545 0.000684249
-1.6 0.015372 0.0153703 0.000844678
-1.5 0.0168409 0.0168391 0.0011
-1.4 0.0183412 0.0183393 0.00149387
-1.3 0.0198554 0.0198534 0.0020982
-1.2 0.0213745 0.0213724 0.00302514
-1.1 0.0229021 0.0228998 0.00444141
-1 0.0244581 0.0244558 0.00658143
-0.9 0.0260821 0.0260796 0.00975271
-0.8 0.027831 0.0278284 0.0143228
-0.7 0.02977 0.0297674 0.0206737
-0.6 0.0319521 0.0319495 0.0291121
-0.5 0.0343874 0.0343849 0.039734
-0.4 0.0370112 0.0370088 0.0522759
-0.3 0.039668 0.0396658 0.0660233
-0.2 0.0421299 0.0421279 0.0798547
-0.1 0.0441466 0.0441447 0.0924316
0 0.045502 0.0455001 0.102455
0.1 0.0460533 0.0460513 0.108875
0.2 0.0457474 0.0457454 0.11101
0.3 0.0446327 0.0446306 0.108601
0.4 0.04287 0.0428678 0.101837
0.5 0.0407278 0.0407253 0.0913763
0.6 0.0385313 0.0385287 0.078323
0.7 0.0365704 0.0365674 0.0640908
0.8 0.0350133 0.0350102 0.0501295
0.9 0.0338855 0.0338823 0.037604
1 0.0331119 0.0331089 0.0271904
1.1 0.032581 0.0325782 0.0190701
1.2 0.0321887 0.032186 0.0130668
1.3 0.0318551 0.0318525 0.00881769
1.4 0.0315239 0.0315215 0.00591144
1.5 0.0311555 0.0311532 0.00397246
1.6 0.03072 0.0307178 0.00269797
1.7 0.0301918 0.0301898 0.00186394
1.8 0.0295468 0.0295448 0.00131494
1.9 0.0287597 0.0287579 0.000948088
2 0.0278042 0.0278025 0.000697617
2.1 0.0266538 0.0266522 0.000522317
2.2 0.0252851 0.0252836 0.000396569
2.3 0.0236831 0.0236815 0.000304353
2.4 0.0218465 0.021845 0.00023548
2.5 0.019794 0.0197925 0.000183299
2.6 0.017567 0.0175655 0.000143332
2.7 0.0152295 0.015228 0.000112473
2.8 0.0128637 0.0128622 8.85018E-5
2.9 0.010561 0.0105594 6.97982E-5
3 0.00841028 0.00840875 5.51555E-5
3.1 0.00648652 0.006485 4.36625E-5
3.2 0.00484085 0.00483935 3.46241E-5
3.3 0.00349573 0.00349428 2.7505E-5
3.4 0.00244545 0.00244406 2.18905E-5
3.5 0.00166162 0.00166031 1.74578E-5
3.6 0.00110164 0.00110043 1.39545E-5
3.7 0.000717638 0.000716533 1.11827E-5
3.8 0.000463822 0.000462831 8.98708E-6
3.9 0.000301126 0.000300243 7.24564E-6
4 0.000199111 0.000198325 5.86227E-6
4.1 0.000135792 0.00013509 4.76138E-6
4.2 9.62967E-5 9.56666E-5 3.88348E-6
4.3 7.11094E-5 7.05398E-5 3.18178E-6
4.4 5.44221E-5 5.39037E-5 2.61945E-6
4.5 4.28196E-5 4.23447E-5 2.16751E-6
4.6 3.43438E-5 3.39061E-5 1.80316E-6
4.7 2.78829E-5 2.74773E-5 1.50844E-6
4.8 2.27991E-5 2.24215E-5 1.26921E-6
4.9 1.87135E-5 1.83607E-5 1.0743E-6
5 1.53881E-5 1.50572E-5 9.14904E-7
