VV FullAbs ResPart Thermal
-4 0.00829272 0.0082917 0.00685666
-3.9 0.00985032 0.00984947 0.00894317
-3.8 0.0116082 0.0116075 0.0114367
-3.7 0.0133642 0.0133636 0.0141698
-3.6 0.0148186 0.014818 0.0167975
-3.5 0.0156629 0.0156623 0.0188652
-3.4 0.0156958 0.0156952 0.0199593
-3.3 0.014908 0.0149073 0.0198497
-3.2 0.0134986 0.0134978 0.0185616
-3.1 0.0118077 0.0118068 0.0163685
-3 0.0101844 0.0101832 0.0137049
-2.9 0.00886161 0.00886007 0.0110153
-2.8 0.00791416 0.00791247 0.00861392
-2.7 0.007304 0.00730227 0.0066365
-2.6 0.00695293 0.0069512 0.00508473
-2.5 0.00679229 0.00679056 0.00389865
-2.4 0.00678018 0.00677843 0.00300811
-2.3 0.00689956 0.00689776 0.00235404
-2.2 0.0071506 0.00714874 0.00189196
-2.1 0.00754392 0.00754197 0.00158997
-2 0.00809589 0.00809385 0.00142679
-1.9 0.00882575 0.0088236 0.00139128
-1.8 0.00975359 0.00975133 0.00148317
-1.7 0.0108988 0.0108964 0.00171448
-1.6 0.0122786 0.0122762 0.00211172
-1.5 0.0139079 0.0139053 0.00271857
-1.4 0.0157986 0.0157958 0.003599
-1.3 0.0179625 0.0179595 0.00484079
-1.2 0.0204157 0.0204125 0.0065591
-1.1 0.0231887 0.0231852 0.00890005
-1 0.0263392 0.0263354 0.0120444
-0.9 0.0299643 0.0299601 0.0162109
-0.8 0.0341947 0.0341904 0.0216546
-0.7 0.03915 0.0391456 0.0286424
-0.6 0.0448421 0.0448381 0.03737
-0.5 0.0510646 0.0510614 0.0477849
-0.4 0.0573481 0.0573457 0.059374
-0.3 0.0630599 0.0630581 0.0711269
-0.2 0.0676297 0.0676285 0.0818472
-0.1 0.07075 0.0707493 0.0906101
0 0.072394 0.0723934 0.0969531
0.1 0.0726756 0.072675 0.100739
0.2 0.0716909 0.0716901 0.101949
0.3 0.0694273 0.0694264 0.100571
0.4 0.0657787 0.0657774 0.0965609
0.5 0.0607094 0.0607077 0.08987
0.6 0.0545245 0.0545221 0.0806085
0.7 0.0479539 0.0479504 0.0693397
0.8 0.0418287 0.0418243 0.0572053
0.9 0.0366457 0.036641 0.0455517
1 0.0324583 0.0324538 0.0353487
1.1 0.0290697 0.0290656 0.0269587
1.2 0.0262467 0.026243 0.0203104
1.3 0.0238169 0.0238136 0.0151543
1.4 0.0216768 0.0216737 0.0112152
1.5 0.0197689 0.019766 0.00824539
1.6 0.0180594 0.0180568 0.00603473
1.7 0.0165237 0.0165212 0.00440846
1.8 0.0151384 0.015136 0.00322404
1.9 0.0138787 0.0138765 0.00236796
2 0.0127182 0.0127161 0.00175198
2.1 0.0116296 0.0116276 0.00130924
2.2 0.0105873 0.0105855 0.000990178
2.3 0.00956957 0.00956785 0.000758775
2.4 0.00856113 0.00855951 0.000589287
2.5 0.00755505 0.00755352 0.000463557
2.6 0.00655382 0.00655237 0.000368906
2.7 0.00556903 0.00556765 0.000296532
2.8 0.00461958 0.00461827 0.000240334
2.9 0.00372855 0.0037273 0.000196071
3 0.00291921 0.00291802 0.00016077
3.1 0.00221102 0.00220988 0.000132322
3.2 0.00161632 0.00161524 0.000109203
3.3 0.00113856 0.00113753 9.02942E-5
3.4 0.000772266 0.000771296 7.47551E-5
3.5 0.000504787 0.00050388 6.19413E-5
3.6 0.000318976 0.000318135 5.135E-5
3.7 0.000196235 0.000195462 4.25824E-5
3.8 0.00011908 0.000118373 3.53177E-5
3.9 7.28015E-5 7.21562E-5 2.92954E-5
4 4.61517E-5 4.55613E-5 2.43023E-5
