VV FullAbs ResPart Thermal
-4 0.00771731 0.00771564 0.00816906
-3.9 0.00968314 0.00968169 0.0125563
-3.8 0.0119754 0.0119742 0.0182194
-3.7 0.0143115 0.0143105 0.0246941
-3.6 0.0162839 0.0162828 0.0310337
-3.5 0.0174907 0.0174896 0.0360452
-3.4 0.017682 0.0176808 0.0386895
-3.3 0.0168518 0.0168505 0.0384056
-3.2 0.0152617 0.0152603 0.0352539
-3.1 0.0133774 0.0133757 0.0299022
-3 0.0116959 0.0116938 0.0234486
-2.9 0.0105436 0.0105411 0.0170686
-2.8 0.00999589 0.00999322 0.0116277
-2.7 0.00995199 0.00994934 0.00749574
-2.6 0.0102589 0.0102563 0.00462972
-2.5 0.0107898 0.0107872 0.00277461
-2.4 0.0114647 0.0114621 0.00163382
-2.3 0.0122411 0.0122385 0.00095746
-2.2 0.0130993 0.0130967 0.000566669
-2.1 0.0140316 0.0140289 0.000345996
-2 0.0150357 0.0150328 0.000226274
-1.9 0.0161116 0.0161087 0.000168856
-1.8 0.0172608 0.0172577 0.000154696
-1.7 0.0184855 0.0184822 0.000178348
-1.6 0.0197899 0.0197863 0.000246102
-1.5 0.0211807 0.0211769 0.000377871
-1.4 0.0226701 0.022666 0.000613438
-1.3 0.0242793 0.0242748 0.00102507
-1.2 0.0260453 0.0260404 0.00174023
-1.1 0.0280323 0.0280269 0.00297939
-1 0.0303446 0.0303387 0.00511338
-0.9 0.033134 0.0331276 0.00873661
-0.8 0.0365786 0.0365718 0.0147305
-0.7 0.04081 0.0408032 0.0242444
-0.6 0.0457925 0.0457862 0.0384622
-0.5 0.0512154 0.0512101 0.0580471
-0.4 0.0565001 0.0564958 0.0824473
-0.3 0.0609953 0.0609917 0.109686
-0.2 0.064281 0.0642778 0.137015
-0.1 0.0663259 0.066323 0.161753
0 0.0673656 0.0673627 0.181546
0.1 0.0676673 0.0676643 0.194375
0.2 0.0673703 0.0673672 0.198767
0.3 0.0664117 0.0664083 0.194101
0.4 0.0645037 0.0645 0.180783
0.5 0.0612681 0.0612637 0.160156
0.6 0.0566785 0.0566731 0.134248
0.7 0.0514855 0.0514783 0.105653
0.8 0.0468908 0.0468823 0.0775602
0.9 0.0436945 0.0436857 0.0531332
1 0.0419503 0.0419419 0.0342783
1.1 0.041286 0.0412783 0.0211236
1.2 0.0412927 0.0412857 0.0126194
1.3 0.0416841 0.0416776 0.00740334
1.4 0.0422951 0.042289 0.00430883
1.5 0.0430374 0.0430315 0.00250629
1.6 0.0438623 0.0438567 0.00146415
1.7 0.0447391 0.0447338 0.000862029
1.8 0.0456436 0.0456384 0.000513166
1.9 0.0465524 0.0465474 0.00031017
2 0.0474398 0.0474349 0.000191381
2.1 0.0482751 0.0482704 0.00012128
2.2 0.0490209 0.0490163 7.9353E-5
2.3 0.0496298 0.0496254 5.37657E-5
2.4 0.0500427 0.0500386 3.77146E-5
2.5 0.0501869 0.050183 2.7304E-5
2.6 0.0499759 0.0499722 2.03047E-5
2.7 0.049314 0.0493105 1.54331E-5
2.8 0.0481042 0.048101 1.1938E-5
2.9 0.0462631 0.0462599 9.36819E-6
3 0.0437379 0.0437349 7.44253E-6
3.1 0.0405254 0.0405224 5.97851E-6
3.2 0.0366857 0.0366827 4.85284E-6
3.3 0.0323476 0.0323445 3.97928E-6
3.4 0.0277013 0.0276982 3.29584E-6
3.5 0.0229789 0.0229757 2.7571E-6
3.6 0.0184238 0.0184206 2.3293E-6
3.7 0.0142558 0.0142526 1.98714E-6
3.8 0.0106389 0.0106358 1.71146E-6
3.9 0.00766193 0.00765891 1.48772E-6
4 0.00533514 0.00533228 1.30479E-6
