VV FullAbs ResPart Thermal
-4 0.0104491 0.0104467 0.00872126
-3.9 0.0123354 0.0123332 0.0158977
-3.8 0.0145179 0.0145159 0.0274365
-3.7 0.0167531 0.0167511 0.0436249
-3.6 0.0186883 0.0186863 0.0625359
-3.5 0.0199747 0.0199726 0.0796592
-3.4 0.0204016 0.0203994 0.0894869
-3.3 0.0199879 0.0199855 0.088404
-3.2 0.0189938 0.0189913 0.0768228
-3.1 0.0178357 0.0178329 0.0589331
-3 0.0169138 0.0169105 0.0402606
-2.9 0.0164555 0.0164518 0.0248853
-2.8 0.0164855 0.0164817 0.0142402
-2.7 0.0169085 0.0169047 0.00775765
-2.6 0.0176072 0.0176034 0.00413965
-2.5 0.0184937 0.0184898 0.00221578
-2.4 0.0195175 0.0195135 0.00120726
-2.3 0.0206545 0.0206504 0.000672735
-2.2 0.0218953 0.0218911 0.000382777
-2.1 0.0232366 0.0232322 0.000222375
-2 0.0246771 0.0246724 0.000134055
-1.9 0.0262151 0.0262103 8.90582E-5
-1.8 0.0278489 0.0278438 7.3967E-5
-1.7 0.0295762 0.0295709 8.51462E-5
-1.6 0.0313958 0.0313902 0.000127304
-1.5 0.0333085 0.0333026 0.000214835
-1.4 0.0353197 0.0353134 0.0003761
-1.3 0.0374433 0.0374366 0.000662334
-1.2 0.0397084 0.0397012 0.00116548
-1.1 0.0421698 0.0421622 0.00205462
-1 0.0449217 0.0449135 0.00365087
-0.9 0.0481059 0.0480971 0.00657642
-0.8 0.0518968 0.0518876 0.012024
-0.7 0.0564397 0.0564303 0.0221558
-0.6 0.0617402 0.0617311 0.0404501
-0.5 0.0675548 0.0675463 0.0714146
-0.4 0.0733719 0.0733642 0.118842
-0.3 0.0785538 0.0785465 0.182725
-0.2 0.0825963 0.0825894 0.257052
-0.1 0.0853108 0.0853042 0.331157
0 0.0867811 0.0867744 0.393889
0.1 0.0871828 0.0871758 0.436669
0.2 0.0866253 0.0866181 0.453664
0.3 0.0850678 0.0850602 0.441085
0.4 0.0823345 0.0823264 0.39807
0.5 0.0783288 0.07832 0.329391
0.6 0.0734332 0.0734231 0.247196
0.7 0.0686311 0.0686195 0.167723
0.8 0.0649636 0.0649509 0.103776
0.9 0.0628965 0.0628838 0.0597451
1 0.0622922 0.0622797 0.0328978
1.1 0.0627721 0.06276 0.0178165
1.2 0.0639966 0.0639848 0.00969461
1.3 0.0657443 0.0657328 0.00535745
1.4 0.067892 0.0678805 0.00300893
1.5 0.0703749 0.0703634 0.00170783
1.6 0.0731596 0.073148 0.000972111
1.7 0.0762275 0.0762157 0.000551137
1.8 0.0795669 0.0795548 0.000309798
1.9 0.083168 0.0831557 0.000172334
2 0.0870205 0.087008 9.49999E-5
2.1 0.0911104 0.0910975 5.21836E-5
2.2 0.0954173 0.0954042 2.88881E-5
2.3 0.0999119 0.0998985 1.6424E-5
2.4 0.104551 0.104538 9.84334E-6
2.5 0.109275 0.109261 6.38937E-6
2.6 0.113997 0.113983 4.56261E-6
2.7 0.118603 0.118589 3.56775E-6
2.8 0.122939 0.122925 2.99333E-6
2.9 0.126806 0.126792 2.63139E-6
3 0.12996 0.129946 2.37889E-6
3.1 0.132117 0.132104 2.18546E-6
3.2 0.132969 0.132956 2.02654E-6
3.3 0.132213 0.1322 1.88994E-6
3.4 0.129591 0.129578 1.76934E-6
3.5 0.124936 0.124924 1.66122E-6
3.6 0.118214 0.118202 1.56338E-6
3.7 0.109553 0.10954 1.47431E-6
3.8 0.0992501 0.0992377 1.39286E-6
3.9 0.0877651 0.0877527 1.31814E-6
4 0.075672 0.0756597 1.24938E-6
