VV FullAbs ResPart Thermal
-4 0.0115328 0.0115302 0.00966866
-3.9 0.0137 0.0136976 0.0171367
-3.8 0.0162142 0.0162121 0.0287947
-3.7 0.0187816 0.0187797 0.0447329
-3.6 0.0209866 0.0209846 0.0629631
-3.5 0.0224219 0.0224199 0.0792194
-3.4 0.022834 0.0228318 0.0884662
-3.3 0.0222141 0.0222119 0.0874499
-3.2 0.0208225 0.0208201 0.0765402
-3.1 0.0191246 0.0191219 0.0595152
-3 0.0176191 0.0176158 0.0414506
-2.9 0.0166359 0.0166322 0.0262439
-2.8 0.0162558 0.0162518 0.0154313
-2.7 0.0163844 0.0163804 0.00864531
-2.6 0.0168754 0.0168715 0.0047332
-2.5 0.017609 0.017605 0.00258389
-2.4 0.0185115 0.0185074 0.00142338
-2.3 0.0195464 0.0195423 0.000794326
-2.2 0.0206995 0.0206953 0.00044873
-2.1 0.0219676 0.0219632 0.000256926
-2 0.0233519 0.0233473 0.000151564
-1.9 0.0248551 0.0248503 9.78556E-5
-1.8 0.0264799 0.0264748 7.90894E-5
-1.7 0.0282291 0.0282238 9.03454E-5
-1.6 0.0301062 0.0301005 0.000136831
-1.5 0.032117 0.032111 0.000235563
-1.4 0.0342722 0.0342658 0.00042067
-1.3 0.0365921 0.0365853 0.000754265
-1.2 0.0391136 0.0391062 0.00134751
-1.1 0.0419012 0.0418932 0.00240175
-1 0.0450607 0.045052 0.00428881
-0.9 0.0487443 0.048735 0.00770215
-0.8 0.0531271 0.0531175 0.0139138
-0.7 0.0583292 0.0583195 0.02512
-0.6 0.064289 0.0642798 0.0446624
-0.5 0.0706524 0.0706441 0.0765689
-0.4 0.0767821 0.0767747 0.123815
-0.3 0.0819634 0.0819567 0.18573
-0.2 0.0857213 0.0857149 0.256507
-0.1 0.0879863 0.0879802 0.326536
0 0.0889782 0.088972 0.385744
0.1 0.0889755 0.0889692 0.426103
0.2 0.0881609 0.0881542 0.441998
0.3 0.0865448 0.0865379 0.429897
0.4 0.0839337 0.0839262 0.389242
0.5 0.0800449 0.0800366 0.324716
0.6 0.0749315 0.074922 0.247412
0.7 0.0694013 0.0693899 0.1718
0.8 0.0647005 0.0646876 0.109485
0.9 0.0616636 0.0616503 0.0650931
1 0.0603634 0.0603504 0.0369507
1.1 0.0604304 0.060418 0.0205144
1.2 0.0614488 0.0614368 0.0113463
1.3 0.0631228 0.0631111 0.00631203
1.4 0.0652804 0.0652688 0.00353698
1.5 0.0678307 0.0678192 0.0019891
1.6 0.0707272 0.0707156 0.00111647
1.7 0.0739457 0.073934 0.000622282
1.8 0.0774724 0.0774605 0.000343233
1.9 0.0812972 0.0812851 0.00018715
2 0.0854094 0.0853971 0.000101083
2.1 0.0897937 0.0897811 5.44292E-5
2.2 0.0944273 0.0944144 2.95926E-5
2.3 0.0992753 0.0992621 1.65902E-5
2.4 0.104286 0.104273 9.86769E-6
2.5 0.109388 0.109374 6.40468E-6
2.6 0.114478 0.114464 4.59919E-6
2.7 0.119419 0.119406 3.62287E-6
2.8 0.124032 0.124018 3.05787E-6
2.9 0.128089 0.128075 2.69803E-6
3 0.131314 0.131301 2.44341E-6
3.1 0.133398 0.133385 2.24601E-6
3.2 0.134012 0.134 2.08263E-6
3.3 0.132849 0.132836 1.94175E-6
3.4 0.129663 0.129651 1.8173E-6
3.5 0.124321 0.124309 1.70578E-6
3.6 0.116838 0.116826 1.60497E-6
3.7 0.107409 0.107397 1.51327E-6
3.8 0.0964057 0.0963935 1.42951E-6
3.9 0.0843543 0.0843421 1.3527E-6
4 0.0718817 0.0718695 1.28206E-6
