VV FullAbs ResPart Thermal
-5 5.06662E-5 5.06205E-5 5.73334E-6
-4.9 0.000103927 0.000103854 1.48766E-5
-4.8 0.00014121 0.000141128 2.77157E-5
-4.7 0.000190025 0.000189917 4.97474E-5
-4.6 0.00025366 0.000253544 8.58974E-5
-4.5 0.000335966 0.000335846 0.000142672
-4.4 0.000440836 0.000440716 0.000227821
-4.3 0.000571427 0.000571312 0.000349521
-4.2 0.000729096 0.000728995 0.000514859
-4.1 0.000912232 0.000912149 0.000727678
-4 0.00111527 0.0011152 0.000986127
-3.9 0.00132825 0.00132819 0.00128051
-3.8 0.0015372 0.00153714 0.0015923
-3.7 0.0017255 0.00172543 0.00189512
-3.6 0.00187607 0.001876 0.00215793
-3.5 0.00197396 0.00197389 0.00235015
-3.4 0.0020089 0.00200882 0.00244746
-3.3 0.00197714 0.00197706 0.00243699
-3.2 0.00188221 0.00188213 0.00232016
-3.1 0.00173429 0.0017342 0.00211235
-3 0.00154834 0.00154824 0.00183951
-2.9 0.00134154 0.00134144 0.00153277
-2.8 0.00113071 0.00113058 0.00122257
-2.7 0.000930033 0.000929884 0.000933981
-2.6 0.000749816 0.000749635 0.00068382
-2.5 0.000596115 0.000595904 0.00048016
-2.4 0.000471311 0.000471077 0.000323596
-2.3 0.000375222 0.00037497 0.000209514
-2.2 0.000306391 0.000306124 0.000130542
-2.1 0.000263266 0.000262982 7.86344E-5
-2 0.000245054 0.000244752 4.65318E-5
-1.9 0.000252253 0.00025193 2.8622E-5
-1.8 0.000286895 0.000286546 2.14001E-5
-1.7 0.000352687 0.000352308 2.37959E-5
-1.6 0.000455192 0.000454777 3.76221E-5
-1.5 0.000602192 0.000601737 6.83454E-5
-1.4 0.000804266 0.000803766 0.000126281
-1.3 0.00107546 0.00107492 0.000228157
-1.2 0.00143378 0.00143319 0.000398782
-1.1 0.00190094 0.00190031 0.000672236
-1 0.00250092 0.00250027 0.00109171
-0.9 0.00325668 0.00325604 0.00170692
-0.8 0.0041851 0.00418451 0.00256805
-0.7 0.00529042 0.00528992 0.00371602
-0.6 0.00655761 0.0065572 0.00516972
-0.5 0.00794733 0.00794702 0.00691246
-0.4 0.00939467 0.00939446 0.00888155
-0.3 0.010813 0.0108128 0.0109653
-0.2 0.0121028 0.0121026 0.0130095
-0.1 0.0131646 0.0131645 0.0148356
0 0.0139129 0.0139128 0.0162662
0.1 0.0142876 0.0142875 0.0171536
0.2 0.0142614 0.0142613 0.0174039
0.3 0.0138419 0.0138418 0.0169925
0.4 0.0130686 0.0130685 0.0159666
0.5 0.0120067 0.0120066 0.0144365
0.6 0.0107395 0.0107393 0.0125569
0.7 0.00935781 0.0093576 0.0105021
0.8 0.0079511 0.00795081 0.00844104
0.9 0.00659812 0.00659775 0.00651627
1 0.00535978 0.0053593 0.00482945
1.1 0.00427491 0.00427433 0.00343557
1.2 0.00335997 0.00335933 0.00234594
1.3 0.00261245 0.0026118 0.00153809
1.4 0.00201663 0.002016 0.000968757
1.5 0.00154986 0.00154928 0.000586521
1.6 0.0011879 0.00118738 0.000341568
1.7 0.000908448 0.000907973 0.000191464
1.8 0.00069282 0.000692396 0.000103377
1.9 0.000526328 0.00052595 5.38115E-5
2 0.000397792 0.000397456 2.70406E-5
2.1 0.000298789 0.00029849 1.31488E-5
2.2 0.000222907 0.00022264 6.21636E-6
2.3 0.000165159 0.000164921 2.88504E-6
2.4 0.000121586 0.000121374 1.34033E-6
2.5 8.90066E-5 8.88164E-5 6.46479E-7
2.6 6.48584E-5 6.46878E-5 3.42193E-7
2.7 4.70993E-5 4.69458E-5 2.09795E-7
2.8 3.41244E-5 3.39857E-5 1.50801E-7
2.9 2.46939E-5 2.45681E-5 1.22411E-7
3 1.7866E-5 1.77514E-5 1.06698E-7
3.1 1.29357E-5 1.28309E-5 9.63869E-8
3.2 9.38146E-6 9.2852E-6 8.85805E-8
3.3 6.82107E-6 6.73231E-6 8.21226E-8
3.4 4.97639E-6 4.89422E-6 7.65293E-8
3.5 3.64608E-6 3.56975E-6 7.15742E-8
3.6 2.68503E-6 2.6139E-6 6.71318E-8
3.7 1.98899E-6 1.92248E-6 6.31199E-8
3.8 1.4832E-6 1.42086E-6 5.94776E-8
3.9 1.11421E-6 1.05561E-6 5.61567E-8
4 8.43768E-7 7.88563E-7 5.31176E-8
