VV FullAbs ResPart Thermal
-4 0.00655996 0.00655901 0.00587077
-3.9 0.00796838 0.00796759 0.0079084
-3.8 0.0095837 0.00958311 0.0104164
-3.7 0.0112097 0.0112092 0.0132285
-3.6 0.0125512 0.0125507 0.0159771
-3.5 0.0133057 0.0133051 0.0181639
-3.4 0.0132815 0.0132809 0.0193268
-3.3 0.0124849 0.0124843 0.019206
-3.2 0.0111307 0.01113 0.0178301
-3.1 0.00956313 0.00956226 0.015507
-3 0.00811493 0.00811375 0.0127202
-2.9 0.00698693 0.00698549 0.00995491
-2.8 0.00622238 0.00622084 0.00754262
-2.7 0.00576429 0.00576273 0.00561446
-2.6 0.00552889 0.00552734 0.00415511
-2.5 0.00544953 0.00544799 0.00308461
-2.4 0.00548809 0.00548654 0.00231458
-2.3 0.00563004 0.00562846 0.00177157
-2.2 0.00587603 0.0058744 0.00140142
-2.1 0.0062352 0.0062335 0.00116682
-2 0.00672089 0.00671911 0.00104422
-1.9 0.00734806 0.00734619 0.00102152
-1.8 0.00813156 0.00812959 0.00109693
-1.7 0.00908501 0.00908294 0.00127876
-1.6 0.0102201 0.0102179 0.00158623
-1.5 0.0115463 0.011544 0.00205135
-1.4 0.0130719 0.0130694 0.00272191
-1.3 0.0148059 0.0148032 0.00366599
-1.2 0.0167634 0.0167604 0.00497821
-1.1 0.0189743 0.0189711 0.00678817
-1 0.0214967 0.0214932 0.00927128
-0.9 0.0244297 0.0244258 0.0126611
-0.8 0.0279116 0.0279074 0.0172573
-0.7 0.0320823 0.0320781 0.023411
-0.6 0.0369939 0.03699 0.0314461
-0.5 0.0424988 0.0424956 0.0414708
-0.4 0.0481926 0.0481901 0.0531168
-0.3 0.0534958 0.0534939 0.0654221
-0.2 0.0578653 0.0578639 0.0770905
-0.1 0.0609895 0.0609886 0.0869781
0 0.0628146 0.0628137 0.0943652
0.1 0.0634163 0.0634154 0.0988873
0.2 0.0628485 0.0628475 0.100371
0.3 0.0610575 0.0610563 0.0987398
0.4 0.0579195 0.057918 0.0939918
0.5 0.0534429 0.0534409 0.0862245
0.6 0.0480359 0.0480331 0.0757863
0.7 0.0425005 0.0424967 0.0635332
0.8 0.0376183 0.0376137 0.0508589
0.9 0.0337475 0.0337429 0.0392058
1 0.0308149 0.0308106 0.0294623
1.1 0.0285594 0.0285555 0.0218204
1.2 0.0267332 0.0267297 0.0160407
1.3 0.0251707 0.0251675 0.0117476
1.4 0.0237799 0.023777 0.00858613
1.5 0.0225146 0.0225119 0.00626865
1.6 0.0213513 0.0213487 0.00457491
1.7 0.0202758 0.0202734 0.00333991
1.8 0.0192757 0.0192734 0.00244117
1.9 0.0183367 0.0183346 0.00178823
2 0.0174413 0.0174393 0.0013145
2.1 0.016568 0.0165661 0.000971026
2.2 0.0156923 0.0156905 0.000721955
2.3 0.0147883 0.0147866 0.000541079
2.4 0.0138309 0.0138293 0.000409329
2.5 0.0127996 0.0127981 0.000312894
2.6 0.0116821 0.0116806 0.000241825
2.7 0.0104781 0.0104767 0.000188988
2.8 0.0092019 0.00920052 0.000149293
2.9 0.00788253 0.00788119 0.000119121
3 0.00656151 0.0065602 9.59003E-5
3.1 0.00528774 0.00528647 7.78069E-5
3.2 0.00411049 0.00410926 6.354E-5
3.3 0.00307175 0.00307055 5.21677E-5
3.4 0.00219979 0.00219864 4.3016E-5
3.5 0.00150557 0.00150446 3.55914E-5
3.6 0.000982688 0.000981641 2.95279E-5
3.7 0.000610921 0.000609942 2.45493E-5
3.8 0.000361789 0.000360887 2.04445E-5
3.9 0.000204586 0.000203767 1.7049E-5
4 0.000111203 0.000110467 1.42335E-5
