VV FullAbs ResPart Thermal
-5 0.00159533 0.00159482 0.00025105
-4.9 0.00282966 0.00282889 0.00049914
-4.8 0.00342357 0.00342275 0.000660077
-4.7 0.00454784 0.00454669 0.000891488
-4.6 0.0054332 0.00543197 0.00123181
-4.5 0.00641512 0.00641382 0.00174176
-4.4 0.00752151 0.00752015 0.0025105
-4.3 0.00876131 0.0087599 0.00366056
-4.2 0.0101441 0.0101426 0.00534357
-4.1 0.0116736 0.0116722 0.00771845
-4 0.0133365 0.0133351 0.0109043
-3.9 0.015086 0.0150848 0.014909
-3.8 0.0168296 0.0168284 0.0195529
-3.7 0.0184272 0.018426 0.0244253
-3.6 0.0197122 0.019711 0.0289178
-3.5 0.0205336 0.0205324 0.0323463
-3.4 0.0208058 0.0208045 0.0341272
-3.3 0.0205421 0.0205407 0.0339409
-3.2 0.0198563 0.0198549 0.0318237
-3.1 0.0189263 0.0189247 0.0281573
-3 0.0179366 0.0179348 0.0235599
-2.9 0.0170259 0.0170239 0.0187146
-2.8 0.0162627 0.0162605 0.0141995
-2.7 0.0156533 0.0156509 0.0103816
-2.6 0.0151687 0.0151663 0.00740161
-2.5 0.014772 0.0147695 0.00522708
-2.4 0.0144364 0.0144337 0.00373011
-2.3 0.0141533 0.0141505 0.0027547
-2.2 0.0139348 0.0139319 0.00215883
-2.1 0.0138128 0.0138096 0.00183258
-2 0.0138374 0.013834 0.00170062
-1.9 0.014076 0.0140724 0.00171757
-1.8 0.014611 0.0146071 0.00186201
-1.7 0.0155368 0.0155327 0.00213233
-1.6 0.0169553 0.0169509 0.00254579
-1.5 0.0189689 0.0189642 0.00314195
-1.4 0.0216729 0.0216679 0.00399138
-1.3 0.0251481 0.0251427 0.00521159
-1.2 0.0294558 0.0294501 0.00699177
-1.1 0.0346383 0.0346322 0.0096269
-1 0.040722 0.0407157 0.0135575
-0.9 0.0477226 0.0477161 0.0194016
-0.8 0.0556415 0.0556348 0.0279533
-0.7 0.0644471 0.0644405 0.0401059
-0.6 0.0740351 0.0740288 0.0566634
-0.5 0.0841729 0.0841672 0.0780385
-0.4 0.0944527 0.0944475 0.103904
-0.3 0.104283 0.104279 0.13293
-0.2 0.112948 0.112944 0.162748
-0.1 0.119721 0.119718 0.19022
0 0.124028 0.124024 0.212018
0.1 0.125586 0.125582 0.225372
0.2 0.124481 0.124477 0.228676
0.3 0.121116 0.121112 0.221731
0.4 0.116076 0.116071 0.205645
0.5 0.109988 0.109983 0.182495
0.6 0.103449 0.103443 0.154912
0.7 0.0969109 0.0969049 0.125714
0.8 0.0908226 0.0908162 0.0975893
0.9 0.0853467 0.08534 0.072699
1 0.0803739 0.0803674 0.0523153
1.1 0.075721 0.0757149 0.0367211
1.2 0.07118 0.0711742 0.0254365
1.3 0.066581 0.0665756 0.0175994
1.4 0.0618144 0.0618093 0.0122945
1.5 0.0568293 0.0568245 0.0087404
1.6 0.0516248 0.0516202 0.00634955
1.7 0.0462418 0.0462374 0.00471533
1.8 0.0407575 0.0407532 0.00357099
1.9 0.0352811 0.0352769 0.00274703
2 0.0299462 0.029942 0.00213728
2.1 0.024899 0.024895 0.00167511
2.2 0.020282 0.0202781 0.0013181
2.3 0.0162141 0.0162103 0.00103856
2.4 0.0127732 0.0127695 0.000817778
2.5 0.00998456 0.00998104 0.000642613
2.6 0.0078195 0.00781621 0.000503453
2.7 0.00620424 0.00620121 0.000393006
2.8 0.00503699 0.00503423 0.000305579
2.9 0.00420776 0.00420529 0.000236628
3 0.00361548 0.00361328 0.000182485
3.1 0.00317851 0.00317656 0.000140169
3.2 0.00283801 0.00283628 0.000107254
3.3 0.00255575 0.0025542 8.17744E-5
3.4 0.0023092 0.0023078 6.21424E-5
3.5 0.00208629 0.00208501 4.70837E-5
3.6 0.00188109 0.00187992 3.55823E-5
3.7 0.00169091 0.00168983 2.68333E-5
3.8 0.00151459 0.00151359 2.02031E-5
3.9 0.00135156 0.00135062 1.51964E-5
4 0.00120144 0.00120056 1.14279E-5
