VV FullAbs ResPart Thermal
-5 0.00828673 0.00828501 0.000337966
-4.9 0.0090328 0.00903098 0.000562408
-4.8 0.00983401 0.0098321 0.000931288
-4.7 0.0106951 0.0106931 0.00152552
-4.6 0.0116233 0.0116211 0.00246021
-4.5 0.0126279 0.0126256 0.00389031
-4.4 0.0137202 0.0137179 0.0060102
-4.3 0.0149125 0.01491 0.00904193
-4.2 0.0162159 0.0162133 0.0132065
-4.1 0.0176386 0.017636 0.0186757
-4 0.0191821 0.0191794 0.0255073
-3.9 0.0208355 0.0208327 0.0335726
-3.8 0.0225659 0.0225631 0.0424905
-3.7 0.0243058 0.0243031 0.0515859
-3.6 0.0259423 0.0259396 0.059897
-3.5 0.027325 0.0273221 0.0662722
-3.4 0.028323 0.02832 0.0696136
-3.3 0.0289285 0.0289252 0.0692563
-3.2 0.0293055 0.029302 0.065275
-3.1 0.0296992 0.0296955 0.058447
-3 0.03029 0.030286 0.049907
-2.9 0.0311388 0.0311347 0.0407842
-2.8 0.0322341 0.0322297 0.0319905
-2.7 0.0335484 0.0335439 0.0241448
-2.6 0.035064 0.0350593 0.0175765
-2.5 0.0367774 0.0367726 0.0123746
-2.4 0.038698 0.038693 0.00845574
-2.3 0.0408449 0.0408398 0.00563679
-2.2 0.0432437 0.0432383 0.00369776
-2.1 0.0459216 0.0459161 0.00242775
-2 0.0489036 0.0488979 0.00165258
-1.9 0.0522084 0.0522025 0.00124798
-1.8 0.0558461 0.0558399 0.00114507
-1.7 0.0598165 0.05981 0.00133456
-1.6 0.0641096 0.064103 0.00187472
-1.5 0.0687071 0.0687002 0.00290712
-1.4 0.0735839 0.0735768 0.00468183
-1.3 0.0787101 0.0787028 0.00759144
-1.2 0.0840522 0.0840446 0.0122087
-1.1 0.0895729 0.0895652 0.0193151
-1 0.0952301 0.0952222 0.0298985
-0.9 0.100975 0.100967 0.0450891
-0.8 0.106753 0.106745 0.0660001
-0.7 0.112499 0.112491 0.0934614
-0.6 0.118144 0.118136 0.127668
-0.5 0.123605 0.123597 0.167835
-0.4 0.128771 0.128763 0.211994
-0.3 0.133468 0.133461 0.257108
-0.2 0.137428 0.137421 0.299551
-0.1 0.140298 0.140291 0.335844
0 0.141757 0.141751 0.363295
0.1 0.141648 0.141641 0.380226
0.2 0.139968 0.139961 0.385746
0.3 0.136826 0.136819 0.379464
0.4 0.132538 0.13253 0.361466
0.5 0.127702 0.127693 0.332576
0.6 0.122997 0.122988 0.294688
0.7 0.118881 0.118871 0.25084
0.8 0.115497 0.115488 0.204815
0.9 0.112798 0.112788 0.160384
1 0.110676 0.110666 0.120558
1.1 0.109027 0.109018 0.0871536
1.2 0.107764 0.107755 0.0607541
1.3 0.106817 0.106808 0.0409702
1.4 0.106131 0.106122 0.026825
1.5 0.105671 0.105663 0.0171192
1.6 0.105414 0.105405 0.0106929
1.7 0.105343 0.105334 0.00656639
1.8 0.105444 0.105435 0.00398448
1.9 0.105699 0.105691 0.00240337
2 0.106079 0.106071 0.00145143
2.1 0.106536 0.106529 0.000885158
2.2 0.107003 0.106996 0.000550344
2.3 0.107386 0.107379 0.000352139
2.4 0.107562 0.107555 0.000233606
2.5 0.107386 0.107379 0.000161271
2.6 0.106692 0.106686 0.000115775
2.7 0.105307 0.105301 8.60557E-5
2.8 0.103065 0.103059 6.58205E-5
2.9 0.0998274 0.0998222 5.14768E-5
3 0.095503 0.0954978 4.09441E-5
3.1 0.0900671 0.090062 3.29854E-5
3.2 0.0835761 0.0835709 2.68384E-5
3.3 0.0761717 0.0761665 2.20119E-5
3.4 0.068076 0.0680707 1.81757E-5
3.5 0.0595745 0.059569 1.5098E-5
3.6 0.0509891 0.0509836 1.26108E-5
3.7 0.0426456 0.04264 1.05886E-5
3.8 0.0348386 0.034833 8.93627E-6
3.9 0.0278011 0.0277956 7.58008E-6
4 0.021685 0.0216795 6.46248E-6
4.1 0.0165539 0.0165486 5.53806E-6
4.2 0.0123909 0.0123858 4.77075E-6
4.3 0.00911675 0.00911197 4.13168E-6
4.4 0.006613 0.00660856 3.59766E-6
4.5 0.00474488 0.00474079 3.14994E-6
4.6 0.00337962 0.00337589 2.77333E-6
4.7 0.00239837 0.00239498 2.45548E-6
4.8 0.00170198 0.00169891 2.1863E-6
4.9 0.00121206 0.00120928 1.95754E-6
5 0.000869158 0.000866637 1.76242E-6
