VV FullAbs ResPart Thermal
-5 0.00130179 0.00130152 4.45913E-5
-4.9 0.00139581 0.00139552 6.48831E-5
-4.8 0.00149057 0.00149026 9.77929E-5
-4.7 0.00158847 0.00158813 0.000152213
-4.6 0.00169285 0.0016925 0.000243007
-4.5 0.00180819 0.00180781 0.000394129
-4.4 0.00194033 0.00193992 0.000642206
-4.3 0.0020968 0.00209637 0.00103934
-4.2 0.00228682 0.00228636 0.00165267
-4.1 0.00252034 0.00251986 0.00255701
-4 0.00280512 0.00280464 0.00381701
-3.9 0.00314126 0.00314078 0.00545729
-3.8 0.00351387 0.00351341 0.00742529
-3.7 0.00388783 0.00388736 0.00956006
-3.6 0.00421048 0.00420998 0.01159
-3.5 0.00442683 0.0044263 0.0131789
-3.4 0.00450369 0.00450313 0.0140176
-3.3 0.00444951 0.00444891 0.0139282
-3.2 0.00431569 0.00431505 0.0129304
-3.1 0.00417673 0.00417603 0.0112338
-3 0.00410124 0.00410048 0.00916109
-2.9 0.00413194 0.00413111 0.00704225
-2.8 0.00428285 0.00428197 0.00513
-2.7 0.00454888 0.00454797 0.00356355
-2.6 0.00491742 0.0049165 0.00237819
-2.5 0.00537552 0.00537459 0.00153922
-2.4 0.00591209 0.00591114 0.00097842
-2.3 0.00651727 0.00651629 0.000621819
-2.2 0.00718122 0.00718021 0.000405381
-2.1 0.00789317 0.00789213 0.00028083
-2 0.00864117 0.0086401 0.000215391
-1.9 0.00941237 0.00941126 0.000188956
-1.8 0.0101937 0.0101926 0.00019102
-1.7 0.0109731 0.0109719 0.000218572
-1.6 0.0117404 0.0117392 0.000275504
-1.5 0.012489 0.0124877 0.000373887
-1.4 0.0132165 0.0132151 0.000537599
-1.3 0.0139255 0.013924 0.000809089
-1.2 0.0146245 0.014623 0.00126017
-1.1 0.0153286 0.015327 0.00200725
-1 0.016061 0.0160593 0.00322984
-0.9 0.0168544 0.0168526 0.00518736
-0.8 0.017752 0.01775 0.00822444
-0.7 0.0188045 0.0188024 0.0127485
-0.6 0.0200598 0.0200578 0.0191618
-0.5 0.0215436 0.0215416 0.0277371
-0.4 0.0232326 0.0232307 0.0384521
-0.3 0.0250344 0.0250325 0.0508374
-0.2 0.0267877 0.026786 0.0639266
-0.1 0.028291 0.0282894 0.0763648
0 0.0293484 0.0293468 0.0866515
0.1 0.0298129 0.0298112 0.0934338
0.2 0.0296195 0.0296178 0.0957567
0.3 0.0288083 0.0288065 0.0932371
0.4 0.027534 0.0275321 0.0861536
0.5 0.0260428 0.0260407 0.0754367
0.6 0.0246062 0.0246039 0.0625233
0.7 0.0234359 0.0234334 0.0490573
0.8 0.0226293 0.0226267 0.0365089
0.9 0.0221758 0.0221733 0.025869
1 0.0220051 0.0220026 0.0175465
1.1 0.0220354 0.022033 0.0114702
1.2 0.0221999 0.0221976 0.00728505
1.3 0.0224521 0.0224498 0.004538
1.4 0.0227609 0.0227587 0.00280196
1.5 0.0231042 0.0231021 0.00173435
1.6 0.0234634 0.0234613 0.00108826
1.7 0.0238205 0.0238185 0.000698998
1.8 0.024156 0.0241541 0.000462827
1.9 0.0244473 0.0244455 0.000316964
2 0.024668 0.0246662 0.000224419
2.1 0.0247866 0.0247849 0.000163717
2.2 0.0247661 0.0247645 0.000122444
2.3 0.0245645 0.024563 9.33909E-5
2.4 0.0241368 0.0241354 7.2309E-5
2.5 0.023439 0.0234377 5.66325E-5
2.6 0.0224352 0.0224339 4.47578E-5
2.7 0.0211058 0.0211045 3.56413E-5
2.8 0.0194556 0.0194544 2.85741E-5
2.9 0.0175204 0.0175191 2.30559E-5
3 0.0153678 0.0153665 1.8722E-5
3.1 0.0130933 0.0130919 1.53011E-5
3.2 0.0108089 0.0108076 1.25876E-5
3.3 0.0086286 0.00862724 1.04246E-5
3.4 0.00665141 0.00665005 8.69156E-6
3.5 0.00494826 0.00494692 7.29552E-6
3.6 0.00355435 0.00355304 6.16457E-6
3.7 0.00246947 0.00246821 5.24303E-6
3.8 0.00166506 0.00166388 4.48762E-6
3.9 0.0010952 0.00109412 3.86466E-6
4 0.000707913 0.000706936 3.34785E-6
4.1 0.000454025 0.000453155 2.91657E-6
4.2 0.00029235 0.000291582 2.55459E-6
4.3 0.000191465 0.000190788 2.2491E-6
4.4 0.000129118 0.000128519 1.9899E-6
4.5 9.04734E-5 8.99412E-5 1.76887E-6
4.6 6.61109E-5 6.5634E-5 1.57946E-6
4.7 5.02702E-5 4.98396E-5 1.41641E-6
4.8 3.95272E-5 3.91355E-5 1.27543E-6
4.9 3.18842E-5 3.15254E-5 1.15302E-6
5 2.6186E-5 2.58553E-5 1.04631E-6
