A; redtoblue; 
wasp 52; no red line; 
wasp 69 ; 0,16 or 0.1; 
hd 189733; 0.5?; 
HatP32; 0.5?; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
nan; nan; 
