VV FullAbs ResPart Thermal
-5 0.00015174 0.000151587 2.23426E-5
-4.9 0.000317524 0.00031728 5.71335E-5
-4.8 0.000445793 0.000445526 0.000104356
-4.7 0.000619848 0.000619502 0.00018364
-4.6 0.000850231 0.000849867 0.000310856
-4.5 0.00114699 0.00114663 0.000505993
-4.4 0.00151753 0.00151718 0.000791377
-4.3 0.00196428 0.00196395 0.00118836
-4.2 0.00248233 0.00248203 0.00171217
-4.1 0.00305754 0.00305728 0.00236576
-4 0.0036659 0.00366567 0.00313413
-3.9 0.00427437 0.00427416 0.0039811
-3.8 0.00484362 0.00484342 0.00485023
-3.7 0.00533208 0.00533188 0.0056705
-3.6 0.00570114 0.00570093 0.0063656
-3.5 0.00592029 0.00592007 0.00686508
-3.4 0.00597124 0.00597101 0.00711531
-3.3 0.00585008 0.00584983 0.00708853
-3.2 0.00556751 0.00556725 0.00678777
-3.1 0.00514749 0.0051472 0.00624627
-3 0.00462442 0.0046241 0.00552165
-2.9 0.00403901 0.00403865 0.00468638
-2.8 0.00343326 0.00343284 0.00381655
-2.7 0.0028455 0.00284501 0.00298101
-2.6 0.00230668 0.00230611 0.00223262
-2.5 0.00183825 0.0018376 0.0016034
-2.4 0.00145194 0.00145122 0.00110464
-2.3 0.0011512 0.00115041 0.000730663
-2.2 0.000933812 0.00093296 0.000464904
-2.1 0.000795147 0.000794235 0.000286063
-2 0.000731432 0.000730455 0.000173259
-1.9 0.000742674 0.00074162 0.000109584
-1.8 0.000835092 0.000833946 8.43752E-5
-1.7 0.0010231 0.00102185 9.49086E-5
-1.6 0.0013309 0.00132953 0.000148271
-1.5 0.00179351 0.001792 0.00026402
-1.4 0.00245694 0.0024553 0.000477805
-1.3 0.00337681 0.00337504 0.000845494
-1.2 0.00461437 0.00461251 0.00144644
-1.1 0.00622922 0.00622731 0.00238353
-1 0.00826831 0.00826643 0.00377685
-0.9 0.0107522 0.0107505 0.00574826
-0.8 0.0136612 0.0136596 0.00839609
-0.7 0.0169241 0.0169228 0.0117633
-0.6 0.0204156 0.0204146 0.0158069
-0.5 0.0239631 0.0239623 0.0203789
-0.4 0.0273644 0.0273639 0.0252298
-0.3 0.0304126 0.0304122 0.0300376
-0.2 0.0329222 0.032922 0.0344539
-0.1 0.0347507 0.0347505 0.038153
0 0.03581 0.0358098 0.0408699
0.1 0.0360682 0.036068 0.0424208
0.2 0.0355426 0.0355424 0.0427115
0.3 0.0342896 0.0342894 0.0417389
0.4 0.0323947 0.0323945 0.0395883
0.5 0.0299654 0.0299651 0.0364262
0.6 0.0271258 0.0271253 0.0324845
0.7 0.0240118 0.0240112 0.0280379
0.8 0.0207681 0.0207672 0.0233773
0.9 0.017538 0.0175369 0.0187842
1 0.0144537 0.0144523 0.0145089
1.1 0.0116261 0.0116245 0.0107478
1.2 0.00913564 0.00913389 0.00762324
1.3 0.00702693 0.00702509 0.00517371
1.4 0.00530784 0.00530601 0.00336058
1.5 0.00395474 0.00395298 0.00209117
1.6 0.00292193 0.0029203 0.00124827
1.7 0.002153 0.00215151 0.000715812
1.8 0.00159081 0.00158948 0.000394898
1.9 0.0011843 0.00118312 0.000209886
2 0.000891575 0.000890533 0.000107642
2.1 0.000680358 0.000679438 5.33878E-5
2.2 0.000526825 0.000526012 2.57035E-5
2.3 0.000413912 0.000413192 1.20995E-5
2.4 0.000329624 0.000328983 5.64974E-6
2.5 0.000265621 0.000265049 2.69063E-6
2.6 0.000216141 0.000215628 1.36942E-6
2.7 0.000177211 0.000176748 7.88778E-7
2.8 0.000146084 0.000145663 5.31798E-7
2.9 0.000120849 0.000120466 4.1237E-7
3 0.000100164 9.98135E-5 3.50471E-7
3.1 8.30662E-5 8.27441E-5 3.12833E-7
3.2 6.88517E-5 6.85544E-5 2.85979E-7
3.3 5.69912E-5 5.67158E-5 2.64509E-7
3.4 4.70767E-5 4.68208E-5 2.46215E-7
3.5 3.87858E-5 3.85472E-5 2.30126E-7
3.6 3.18578E-5 3.16348E-5 2.15748E-7
3.7 2.60788E-5 2.58698E-5 2.02786E-7
3.8 2.12704E-5 2.1074E-5 1.91032E-7
3.9 1.72824E-5 1.70975E-5 1.80323E-7
4 1.39872E-5 1.38128E-5 1.70531E-7
