VV FullAbs ResPart Thermal
-5 0.0167874 0.0167834 0.000256627
-4.9 0.028522 0.0285169 0.00064875
-4.8 0.0327294 0.0327243 0.00118658
-4.7 0.0435223 0.0435133 0.00213827
-4.6 0.0519404 0.0519312 0.0037905
-4.5 0.0610127 0.0610035 0.00662002
-4.4 0.0703881 0.0703789 0.0113775
-4.3 0.0793614 0.079352 0.01918
-4.2 0.087253 0.0872435 0.0315353
-4.1 0.0935803 0.0935706 0.0501748
-4 0.0981771 0.0981671 0.0765575
-3.9 0.10121 0.1012 0.11103
-3.8 0.103086 0.103075 0.151935
-3.7 0.104285 0.104273 0.195225
-3.6 0.105205 0.105193 0.235057
-3.5 0.106078 0.106065 0.265224
-3.4 0.106998 0.106984 0.280761
-3.3 0.108023 0.108009 0.279077
-3.2 0.109275 0.10926 0.260453
-3.1 0.110924 0.110908 0.227995
-3 0.113114 0.113098 0.18702
-2.9 0.115916 0.115899 0.143796
-2.8 0.119334 0.119317 0.103908
-2.7 0.123349 0.123331 0.0709455
-2.6 0.12794 0.127922 0.0461231
-2.5 0.133105 0.133086 0.0288101
-2.4 0.138861 0.138842 0.0174469
-2.3 0.145242 0.145222 0.0103254
-2.2 0.152293 0.152272 0.00601375
-2.1 0.160064 0.160043 0.00347767
-2 0.168604 0.168582 0.00203974
-1.9 0.177955 0.177932 0.00129171
-1.8 0.188141 0.188117 0.00101788
-1.7 0.199166 0.199142 0.00114924
-1.6 0.211006 0.210982 0.00175152
-1.5 0.223605 0.223581 0.00304904
-1.4 0.236871 0.236845 0.00549065
-1.3 0.250674 0.250648 0.00987242
-1.2 0.264856 0.26483 0.0175385
-1.1 0.279229 0.279202 0.030678
-1 0.29359 0.293563 0.0527002
-0.9 0.307726 0.307699 0.0885608
-0.8 0.321428 0.321401 0.144716
-0.7 0.334491 0.334464 0.228189
-0.6 0.346709 0.346681 0.344366
-0.5 0.357859 0.357831 0.49391
-0.4 0.367686 0.367658 0.670197
-0.3 0.375896 0.375869 0.858727
-0.2 0.382179 0.382152 1.03923
-0.1 0.386264 0.386236 1.1904
0 0.388022 0.387994 1.29582
0.1 0.387599 0.38757 1.34758
0.2 0.385453 0.385423 1.34544
0.3 0.382255 0.382224 1.29383
0.4 0.378711 0.378679 1.1999
0.5 0.375471 0.375438 1.07269
0.6 0.373101 0.373068 0.921924
0.7 0.366334 0.366302 0.757412
0.8 0.364068 0.364036 0.590387
0.9 0.367748 0.367715 0.434137
1 0.372446 0.372413 0.300998
1.1 0.378098 0.378064 0.197812
1.2 0.384637 0.384602 0.124342
1.3 0.392012 0.391977 0.0754902
1.4 0.400184 0.400149 0.0446251
1.5 0.40911 0.409074 0.0258248
1.6 0.41873 0.418694 0.0146726
1.7 0.428954 0.428917 0.00819302
1.8 0.439648 0.439611 0.00449705
1.9 0.450622 0.450586 0.00242686
2 0.461619 0.461583 0.00128901
2.1 0.472307 0.472271 0.000675789
2.2 0.48227 0.482234 0.000351852
2.3 0.491014 0.490979 0.000184
2.4 0.49797 0.497936 9.84898E-5
2.5 0.502512 0.502479 5.54527E-5
2.6 0.503986 0.503953 3.38625E-5
2.7 0.50175 0.501719 2.29049E-5
2.8 0.49523 0.495199 1.71509E-5
2.9 0.483974 0.483943 1.39347E-5
3 0.467717 0.467686 1.19704E-5
3.1 0.446433 0.446403 1.0644E-5
3.2 0.420374 0.420344 9.6623E-6
3.3 0.390084 0.390052 8.88278E-6
3.4 0.356379 0.356347 8.2332E-6
3.5 0.320308 0.320275 7.67464E-6
3.6 0.283067 0.283034 7.18435E-6
3.7 0.24591 0.245876 6.74786E-6
3.8 0.210033 0.21 6.35529E-6
3.9 0.176477 0.176444 5.9995E-6
4 0.146038 0.146005 5.67509E-6
